Id,Name,Canonical,Region,Country,Country Code
"9000139","E2P","E2P,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000140","E2R","E2R,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000141","E2S","E2S,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000142","E2V","E2V,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000143","E3A","E3A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000144","E3B","E3B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000145","E3C","E3C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000146","E3E","E3E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000147","E3G","E3G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000148","E3L","E3L,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000149","E3N","E3N,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000150","E3V","E3V,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000151","E3Y","E3Y,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000152","E3Z","E3Z,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000153","E4A","E4A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000154","E4B","E4B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000155","E4C","E4C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000156","E4E","E4E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000157","E4G","E4G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000158","E4H","E4H,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000159","E4J","E4J,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000160","E4K","E4K,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000161","E4L","E4L,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000162","E4M","E4M,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000163","E4N","E4N,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000164","E4P","E4P,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000165","E4R","E4R,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000166","E4S","E4S,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000167","E4T","E4T,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000168","E4V","E4V,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000169","E4W","E4W,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000170","E4X","E4X,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000171","E4Y","E4Y,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000172","E4Z","E4Z,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000173","E5A","E5A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000174","E5B","E5B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000175","E5C","E5C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000176","E5E","E5E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000177","E5G","E5G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000178","E5H","E5H,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000179","E5J","E5J,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000180","E5K","E5K,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000181","E5L","E5L,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000182","E5M","E5M,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000183","E5N","E5N,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000184","E5P","E5P,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000185","E5R","E5R,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000186","E5S","E5S,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000187","E5T","E5T,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000188","E5V","E5V,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000189","E6A","E6A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000190","E6B","E6B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000191","E6C","E6C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000192","E6E","E6E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000193","E6G","E6G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000194","E6H","E6H,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000195","E6J","E6J,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000196","E6K","E6K,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000197","E6L","E6L,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000198","E7A","E7A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000199","E7B","E7B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000200","E7C","E7C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000201","E7E","E7E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000202","E7G","E7G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000203","E7H","E7H,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000204","E7J","E7J,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000205","E7K","E7K,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000206","E7L","E7L,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000207","E7M","E7M,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000208","E7N","E7N,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000209","E7P","E7P,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000210","E8A","E8A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000211","E8B","E8B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000212","E8C","E8C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000213","E8E","E8E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000214","E8G","E8G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000215","E8J","E8J,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000216","E8K","E8K,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000217","E8L","E8L,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000218","E8M","E8M,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000219","E8N","E8N,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000220","E8P","E8P,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000221","E8R","E8R,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000222","E8S","E8S,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000223","E8T","E8T,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000224","E9A","E9A,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000225","E9B","E9B,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000226","E9C","E9C,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000227","E9E","E9E,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000228","E9G","E9G,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000229","E9H","E9H,New Brunswick,Canada","New Brunswick","Canada",ca"
"9000230","G0A","G0A,Quebec,Canada","Quebec","Canada",ca"
"9000231","G0C","G0C,Quebec,Canada","Quebec","Canada",ca"
"9000232","G0E","G0E,Quebec,Canada","Quebec","Canada",ca"
"9000233","G0G","G0G,Quebec,Canada","Quebec","Canada",ca"
"9000234","G0H","G0H,Quebec,Canada","Quebec","Canada",ca"
"9000235","G0J","G0J,Quebec,Canada","Quebec","Canada",ca"
"9000236","G0K","G0K,Quebec,Canada","Quebec","Canada",ca"
"9000237","G0L","G0L,Quebec,Canada","Quebec","Canada",ca"
"9000238","G0M","G0M,Quebec,Canada","Quebec","Canada",ca"
"9000239","G0N","G0N,Quebec,Canada","Quebec","Canada",ca"
"9000240","G0P","G0P,Quebec,Canada","Quebec","Canada",ca"
"9000241","G0R","G0R,Quebec,Canada","Quebec","Canada",ca"
"9000242","G0S","G0S,Quebec,Canada","Quebec","Canada",ca"
"9000243","G0T","G0T,Quebec,Canada","Quebec","Canada",ca"
"9000244","G0V","G0V,Quebec,Canada","Quebec","Canada",ca"
"9000245","G0W","G0W,Quebec,Canada","Quebec","Canada",ca"
"9000246","G0X","G0X,Quebec,Canada","Quebec","Canada",ca"
"9000247","G0Y","G0Y,Quebec,Canada","Quebec","Canada",ca"
"9000248","G0Z","G0Z,Quebec,Canada","Quebec","Canada",ca"
"9000250","G1B","G1B,Quebec,Canada","Quebec","Canada",ca"
"9000251","G1C","G1C,Quebec,Canada","Quebec","Canada",ca"
"9000252","G1E","G1E,Quebec,Canada","Quebec","Canada",ca"
"9000253","G1G","G1G,Quebec,Canada","Quebec","Canada",ca"
"9000254","G1H","G1H,Quebec,Canada","Quebec","Canada",ca"
"9000255","G1J","G1J,Quebec,Canada","Quebec","Canada",ca"
"9000256","G1K","G1K,Quebec,Canada","Quebec","Canada",ca"
"9000257","G1L","G1L,Quebec,Canada","Quebec","Canada",ca"
"9000258","G1M","G1M,Quebec,Canada","Quebec","Canada",ca"
"9000259","G1N","G1N,Quebec,Canada","Quebec","Canada",ca"
"9000260","G1P","G1P,Quebec,Canada","Quebec","Canada",ca"
"9000261","G1R","G1R,Quebec,Canada","Quebec","Canada",ca"
"9000262","G1S","G1S,Quebec,Canada","Quebec","Canada",ca"
"9000263","G1T","G1T,Quebec,Canada","Quebec","Canada",ca"
"9000264","G1V","G1V,Quebec,Canada","Quebec","Canada",ca"
"9000265","G1W","G1W,Quebec,Canada","Quebec","Canada",ca"
"9000266","G1X","G1X,Quebec,Canada","Quebec","Canada",ca"
"9000267","G1Y","G1Y,Quebec,Canada","Quebec","Canada",ca"
"9000268","G2A","G2A,Quebec,Canada","Quebec","Canada",ca"
"9000269","G2B","G2B,Quebec,Canada","Quebec","Canada",ca"
"9000270","G2C","G2C,Quebec,Canada","Quebec","Canada",ca"
"9000271","G2E","G2E,Quebec,Canada","Quebec","Canada",ca"
"9000272","G2G","G2G,Quebec,Canada","Quebec","Canada",ca"
"9000273","G2J","G2J,Quebec,Canada","Quebec","Canada",ca"
"9000274","G2K","G2K,Quebec,Canada","Quebec","Canada",ca"
"9000275","G2L","G2L,Quebec,Canada","Quebec","Canada",ca"
"9000276","G2M","G2M,Quebec,Canada","Quebec","Canada",ca"
"9000277","G2N","G2N,Quebec,Canada","Quebec","Canada",ca"
"9000278","G3A","G3A,Quebec,Canada","Quebec","Canada",ca"
"9000279","G3B","G3B,Quebec,Canada","Quebec","Canada",ca"
"9000280","G3C","G3C,Quebec,Canada","Quebec","Canada",ca"
"9000281","G3E","G3E,Quebec,Canada","Quebec","Canada",ca"
"9000282","G3G","G3G,Quebec,Canada","Quebec","Canada",ca"
"9000283","G3H","G3H,Quebec,Canada","Quebec","Canada",ca"
"9000284","G3J","G3J,Quebec,Canada","Quebec","Canada",ca"
"9000285","G3K","G3K,Quebec,Canada","Quebec","Canada",ca"
"9000286","G3L","G3L,Quebec,Canada","Quebec","Canada",ca"
"9000287","G3M","G3M,Quebec,Canada","Quebec","Canada",ca"
"9000288","G3N","G3N,Quebec,Canada","Quebec","Canada",ca"
"9000289","G3Z","G3Z,Quebec,Canada","Quebec","Canada",ca"
"9000290","G4A","G4A,Quebec,Canada","Quebec","Canada",ca"
"9000291","G4R","G4R,Quebec,Canada","Quebec","Canada",ca"
"9000292","G4S","G4S,Quebec,Canada","Quebec","Canada",ca"
"9000293","G4T","G4T,Quebec,Canada","Quebec","Canada",ca"
"9000294","G4V","G4V,Quebec,Canada","Quebec","Canada",ca"
"9000295","G4W","G4W,Quebec,Canada","Quebec","Canada",ca"
"9000296","G4X","G4X,Quebec,Canada","Quebec","Canada",ca"
"9000297","G4Z","G4Z,Quebec,Canada","Quebec","Canada",ca"
"9000298","G5A","G5A,Quebec,Canada","Quebec","Canada",ca"
"9000299","G5B","G5B,Quebec,Canada","Quebec","Canada",ca"
"9000300","G5C","G5C,Quebec,Canada","Quebec","Canada",ca"
"9000301","G5H","G5H,Quebec,Canada","Quebec","Canada",ca"
"9000302","G5J","G5J,Quebec,Canada","Quebec","Canada",ca"
"9000303","G5L","G5L,Quebec,Canada","Quebec","Canada",ca"
"9000304","G5M","G5M,Quebec,Canada","Quebec","Canada",ca"
"9000305","G5N","G5N,Quebec,Canada","Quebec","Canada",ca"
"9000306","G5R","G5R,Quebec,Canada","Quebec","Canada",ca"
"9000307","G5T","G5T,Quebec,Canada","Quebec","Canada",ca"
"9000308","G5V","G5V,Quebec,Canada","Quebec","Canada",ca"
"9000309","G5X","G5X,Quebec,Canada","Quebec","Canada",ca"
"9000310","G5Y","G5Y,Quebec,Canada","Quebec","Canada",ca"
"9000311","G5Z","G5Z,Quebec,Canada","Quebec","Canada",ca"
"9000312","G6A","G6A,Quebec,Canada","Quebec","Canada",ca"
"9000313","G6B","G6B,Quebec,Canada","Quebec","Canada",ca"
"9000314","G6C","G6C,Quebec,Canada","Quebec","Canada",ca"
"9000315","G6E","G6E,Quebec,Canada","Quebec","Canada",ca"
"9000316","G6G","G6G,Quebec,Canada","Quebec","Canada",ca"
"9000317","G6H","G6H,Quebec,Canada","Quebec","Canada",ca"
"9000318","G6J","G6J,Quebec,Canada","Quebec","Canada",ca"
"9000319","G6K","G6K,Quebec,Canada","Quebec","Canada",ca"
"9000320","G6L","G6L,Quebec,Canada","Quebec","Canada",ca"
"9000321","G6P","G6P,Quebec,Canada","Quebec","Canada",ca"
"9000322","G6R","G6R,Quebec,Canada","Quebec","Canada",ca"
"9000323","G6S","G6S,Quebec,Canada","Quebec","Canada",ca"
"9000324","G6T","G6T,Quebec,Canada","Quebec","Canada",ca"
"9000325","G6V","G6V,Quebec,Canada","Quebec","Canada",ca"
"9000326","G6W","G6W,Quebec,Canada","Quebec","Canada",ca"
"9000327","G6X","G6X,Quebec,Canada","Quebec","Canada",ca"
"9000328","G6Z","G6Z,Quebec,Canada","Quebec","Canada",ca"
"9000329","G7A","G7A,Quebec,Canada","Quebec","Canada",ca"
"9000330","G7B","G7B,Quebec,Canada","Quebec","Canada",ca"
"9000331","G7G","G7G,Quebec,Canada","Quebec","Canada",ca"
"9000332","G7H","G7H,Quebec,Canada","Quebec","Canada",ca"
"9000333","G7J","G7J,Quebec,Canada","Quebec","Canada",ca"
"9000334","G7K","G7K,Quebec,Canada","Quebec","Canada",ca"
"9000335","G7N","G7N,Quebec,Canada","Quebec","Canada",ca"
"9000336","G7P","G7P,Quebec,Canada","Quebec","Canada",ca"
"9000337","G7S","G7S,Quebec,Canada","Quebec","Canada",ca"
"9000339","G7X","G7X,Quebec,Canada","Quebec","Canada",ca"
"9000340","G7Y","G7Y,Quebec,Canada","Quebec","Canada",ca"
"9000341","G7Z","G7Z,Quebec,Canada","Quebec","Canada",ca"
"9000342","G8A","G8A,Quebec,Canada","Quebec","Canada",ca"
"9000343","G8B","G8B,Quebec,Canada","Quebec","Canada",ca"
"9000344","G8C","G8C,Quebec,Canada","Quebec","Canada",ca"
"9000345","G8E","G8E,Quebec,Canada","Quebec","Canada",ca"
"9000346","G8G","G8G,Quebec,Canada","Quebec","Canada",ca"
"9000347","G8H","G8H,Quebec,Canada","Quebec","Canada",ca"
"9000348","G8J","G8J,Quebec,Canada","Quebec","Canada",ca"
"9000349","G8K","G8K,Quebec,Canada","Quebec","Canada",ca"
"9000350","G8L","G8L,Quebec,Canada","Quebec","Canada",ca"
"9000351","G8M","G8M,Quebec,Canada","Quebec","Canada",ca"
"9000352","G8N","G8N,Quebec,Canada","Quebec","Canada",ca"
"9000353","G8P","G8P,Quebec,Canada","Quebec","Canada",ca"
"9000354","G8T","G8T,Quebec,Canada","Quebec","Canada",ca"
"9000355","G8V","G8V,Quebec,Canada","Quebec","Canada",ca"
"9000356","G8W","G8W,Quebec,Canada","Quebec","Canada",ca"
"9000357","G8Y","G8Y,Quebec,Canada","Quebec","Canada",ca"
